Attendee ID,Event Id,Attendee Record Type,Company Name,Company Type,Job Title,Amount,Country,Weeks Out (by Close Date),Prospect Type,Lead Type,Stage
0060J00000paEJL,7010J000001Fqtq,Delegates,Adaptimmune Therapeutics plc.,Drug Developer,Vice President - Global Commercial,1462.23,United States,49,AtL,Click through,Confirmed Delegate
0060J00000paEQN,7010J000001Fqtq,Delegates,Gracell Bio,,"Founder, Chairman & Chief Executive Officer",2385.46,China,49,AtL,Active enquiry,Confirmed Delegate
0060J00000pJeIl,7010J000001Fqtq,Delegates,Unum Therapeutics,Drug Developer,"Senior Director - Process, Analytical Development, Autologous, Cell & Gene Therapy Cell & Gene Therapy",1316.01,United States,49,AtL,Active enquiry,Confirmed Delegate
0060J00000paF8i,7010J000001Fqtq,Delegates,Unum Therapeutics,Drug Developer,Senior Vice President - Operations,1316.01,United States,49,AtL,Active enquiry,No Show
0060J00000pahjs,7010J000001Fqtq,Delegates,MPM Capital,Equipment & Service Providers,Professor - Immunology,2699.25,Germany,48,AtL,Direct web booking,Confirmed Delegate
0060J00000rgRPj,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Director - Global Regulatory Affairs Leader,1816.46,United Kingdom,22,AtL,Active enquiry,Confirmed Delegate
0060J00000rgYux,7010J000001Fqtq,Delegates,Oncternal Therapeutics,Healthcare Providers,President & Chief Executive Officer Beacon,1419.29,United States,21,AtL,Brochure download,Confirmed Delegate
0060J00000rgd2H,7010J000001Fqtq,Delegates,GPB Scientific,Equipment & Service Providers,Chief Financial Officer jason.walsh@gpbscientific.com,2129.29,United States,19,AtL,Spex referral,Confirmed Delegate
0060J00000rmGyw,7010J000001Fqtq,Delegates,Washington University School of Medicine in St. Louis,University,Managing Director,719.28,United States,24,BtL,Allocated List,Confirmed Delegate
0060J00000sCNZ2,7010J000001Fqtq,Delegates,GlaxoSmithKline Plc,Drug Developer,Clinical Study,1419.29,United States,22,AtL,Direct web booking,Confirmed Delegate
0060J00000swdjo,7010J000001Fqtq,Delegates,Iovance,Drug Developer,Executive Director & Vice President - Manufacturing,3319.31,United States,16,AtL,Brochure download,Confirmed Delegate
0060J00000sxFBv,7010J000001Fqtq,Delegates,"BioLife Solutions, Inc.",Equipment & Service Providers,Scientific Applications Director,2444.77,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxFII,7010J000001Fqtq,Delegates,Allogene Therapeutics,Healthcare Providers,Associate Research Fellow Director,1714.77,United States,14,BtL,Allocated List,Confirmed Delegate
0060J00000swe45,7010J000001Fqtq,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,Asset Integrity In-Service Inspector,1543.29,Canada,15,AtL,Brochure download,Confirmed Delegate
0060J00000sxH49,7010J000001Fqtq,Delegates,Cambridge Biomedical Inc,Equipment & Service Providers,Associate Director - Scientific Affairs,2444.77,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxGLS,7010J000001Fqtq,Delegates,Minaris Regenerative Medicine,Equipment & Service Providers,Business Development Manager Business Development,1955.82,United States,14,AtL,Spex referral,Confirmed Delegate
0060J00000sxZap,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Director - Cell & Gene Therapies & Vaccines Analytical,2128.80,United States,13,AtL,Brochure download,Confirmed Delegate
0060J00000sxVgn,7010J000001Fqtq,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Senior Manager,2394.90,United States,13,AtL,Web chat,Confirmed Delegate
0060J00000sxViF,7010J000001Fqtq,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Senior Manager - Global Regulatory Chemistry Manufacturing & Control,2394.90,United States,13,AtL,Web chat,Confirmed Delegate
0060J00000sxZiF,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Vice President - Analytical Development,2128.80,United States,13,AtL,Brochure download,Confirmed Delegate
0060J00000sxZjD,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,"Director - Cell Therapy Analytics, Cell & Gene Therapies & Vaccines",2128.80,United States,13,AtL,Brochure download,Confirmed Delegate
0060J00000swiDq,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Executive Director - Technical Development & Technical Support,2655.45,United States,15,AtL,Brochure download,Confirmed Delegate
0060J00000swiE0,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Vice President - Manufacturing,2655.45,United States,15,AtL,Brochure download,Confirmed Delegate
0060J00000swiEK,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,"Director - Manufacturing, Chemistry & Controls & Technical Operations",2655.45,United States,15,AtL,Brochure download,Confirmed Delegate
0060J00000sxZpH,7010J000001Fqtq,Delegates,"Tactiva Therapeutics, LLC",,Co-Founder & Chief Executive Officer,1761.75,United States,13,AtL,Direct web booking,Confirmed Delegate
0060J00000sxRJG,7010J000001Fqtq,Delegates,Refuge Biotechnologies,Equipment & Service Providers,President & Chief Scientific Officer,2898.71,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxRKs,7010J000001Fqtq,Delegates,Refuge Biotechnologies,Equipment & Service Providers,Director,2898.71,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxRRU,7010J000001Fqtq,Delegates,Refuge Biotechnologies,Equipment & Service Providers,Senior Scientist,2261.85,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxRS8,7010J000001Fqtq,Delegates,Refuge Biotechnologies,Equipment & Service Providers,Vice President & Director - Protein Sciences & Biologics,2898.71,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sxRT6,7010J000001Fqtq,Delegates,Refuge Biotechnologies,Equipment & Service Providers,Associate Director - Research & Development R&D,2898.71,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sx35C,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Chief Executive Officer,2655.45,United States,15,AtL,Active enquiry,Confirmed Delegate
0060J00000sx35R,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Chief Operating Officer,2655.45,United States,15,AtL,Active enquiry,Confirmed Delegate
0060J00000sx35v,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Chief Strategy Officer,2655.45,China,15,AtL,Active enquiry,Confirmed Delegate
0060J00000sx36Z,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,"Director, R&D",2655.45,United States,15,AtL,Active enquiry,Confirmed Delegate
0060J00000sx37D,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Co-Founder & Chief Scientific Officer,2655.45,United States,15,AtL,Active enquiry,Confirmed Delegate
0060J00000sx37N,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Director of R&D,2655.45,United States,15,AtL,Brochure download,Confirmed Delegate
0060J00000sx37S,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Senior Director,2655.45,China,15,AtL,Brochure download,Confirmed Delegate
0060J00000sx37X,7010J000001Fqtq,Delegates,Legend Biotech,Drug Developer,Business Development Manager Business Development,2655.45,Ireland,15,AtL,Brochure download,Confirmed Delegate
0060J00000sx386,7010J000001Fqtq,Delegates,GenScript,Equipment & Service Providers,Associate Director - In Vivo Pharmacology,2655.45,China,15,AtL,Sponsorship Prospectus Download,Confirmed Delegate
0060J00000sx8sY,7010J000001Fqtq,Delegates,Shanghai PerHum Therapeutics Co Ltd,Healthcare Providers,Business Development Manager/Partner,3319.31,China,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sx1X7,7010J000001Fqtq,Delegates,Abbvie,Drug Developer,"Associate Director - Biologic, Chemistry Manufacturing Controls &Sciences Program Manager CMC Program",3319.31,United States,15,AtL,Direct web booking,Confirmed Delegate
0060J00000swwNf,7010J000001Fqtq,Delegates,bluebird bio,Drug Developer,Vice President - Global Supply Chain,2821.41,United States,14,AtL,Brochure download,Confirmed Delegate
0060J00000sx5WB,7010J000001Fqtq,Delegates,Roche,Drug Developer,"Vice President & Global Head of External Innovation, Oncology, pRED Roche External Innovation & Oncology Discovery",3026.21,Germany,10,AtL,Brochure download,Confirmed Delegate
0060J00000swym4,7010J000001Fqtq,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,Head of Regulatory Affairs,2987.38,United States,15,AtL,Speaker referral,Confirmed Delegate
0060J00000sxczK,7010J000001Fqtq,Delegates,"F1 Oncology, Inc",Equipment & Service Providers,Chairman & Chief Executive Officer,1911.75,United States,13,AtL,Direct web booking,No Show
0060J00000sy4MA,7010J000001Fqtq,Delegates,Juno Therapeutics,Drug Developer,Director Clinical Operations,1911.75,United States,12,AtL,Direct web booking,Confirmed Delegate
0060J00000sx9Oa,7010J000001Fqtq,Delegates,University of Virginia,Research Institute,Assistant Professor of Research,984.77,United States,14,AtL,Direct web booking,Confirmed Delegate
0060J00000sx9i5,7010J000001Fqtq,Delegates,WuXi AppTec,Equipment & Service Providers,Senior Director - Business Development Marketing,2200.29,United States,14,AtL,Active enquiry,Confirmed Delegate
0060J00000sx9it,7010J000001Fqtq,Delegates,WuXi AppTec,Equipment & Service Providers,"Vice President, Chief of Commercial & Head of Global Business Development & Advanced Therapies",2200.29,United States,14,AtL,Active enquiry,Confirmed Delegate
0060J00000syaYe,7010J000001Fqtq,Delegates,Eureka Therapeutics,Drug Developer,Director - Strategy & Business Development,1624.99,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sy3Gr,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Scientist - Scientific Integrator,2848.20,United States,12,AtL,Brochure download,Confirmed Delegate
0060J00000syhsv,7010J000001Fqtq,Delegates,ICON plc,Equipment & Service Providers,Senior Principal Pricing & Market Access,2129.40,Ireland,10,AtL,Spex referral,Confirmed Delegate
0060J00000syhvN,7010J000001Fqtq,Delegates,ICON plc,Equipment & Service Providers,"Senior Principal - Global Market Access, Pricing Value Strategy & Commercialisation Consulting",2129.40,United States,10,AtL,Spex referral,Confirmed Delegate
0060J00000sz8zR,7010J000001Fqtq,Delegates,Stanford University,University,Research Scientist,1177.24,United States,9,AtL,Active enquiry,Confirmed Delegate
0060J00000symkh,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,Clinical & Marketing Manager Marketing,1348.62,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000symlB,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,Senior Director & Head of Site Process Development,1348.62,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000symlf,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,"Director - Technology Development, Marketing & Adapter CAR? Program Manager",1348.62,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000syh9M,7010J000001Fqtq,Delegates,Unum Therapeutics,Drug Developer,Director - Program & Alliance Management,1316.01,United States,49,AtL,Active enquiry,Confirmed Delegate
0060J00000symmx,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,Senior Scientist - Flow Cytometry Application & Clinical Instruments Manager Flow Cytometry Specialist,2157.79,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000symnM,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,Global Medical Affairs Manger,2157.79,Germany,9,AtL,Spex referral,Confirmed Delegate
0060J00000sz4Za,7010J000001Fqtq,Delegates,Kite Pharma Inc,Drug Developer,Experience Designer / Studio Senio,2811.00,Germany,10,AtL,Direct web booking,Confirmed Delegate
0060J00000sygv5,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Associate Scientific Director,1529.40,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sykot,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Director & Clinical Project Scientist - Oncology Experimental Medicine & Early Development Clinical,1529.40,United States,10,AtL,Direct web booking,Confirmed Delegate
0060J00000syfG9,7010J000001Fqtq,Delegates,Oncternal Therapeutics,Healthcare Providers,President & Chief Executive Officer Beacon,899.25,United States,10,AtL,Brochure download,Workshop Upgrade
0060J00000sykrs,7010J000001Fqtq,Delegates,Onkimmune Ltd,,Chief Executive Officer,2811.00,United States,10,AtL,Brochure download,Confirmed Delegate
0060J00000sykt5,7010J000001Fqtq,Delegates,Miltenyi Biotec,Drug Developer,Business Development Manager,2157.79,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000sykvQ,7010J000001Fqtq,Delegates,Amgen Inc.,Drug Developer,"Director, Global Regulatory Leader & Team Supervisor",2811.00,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sz4Bo,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Engineer,1911.75,United States,10,AtL,Brochure download,Confirmed Delegate
0060J00000sz5an,7010J000001Fqtq,Delegates,Be The Match BioTherapies,Healthcare Providers,"Senior Vice President - Sales, Business Development & Cell & Gene Therapy",2886.79,United States,9,AtL,Spex referral,Confirmed Delegate
0060J00000sydJ7,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Compound Development Team Leader,1529.40,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sydOW,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Executive Director - Medical,1529.40,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sygws,7010J000001Fqtq,Delegates,Progenitor Life Sciences,Healthcare Providers,Chief Scientific & Medical Officer,1911.75,United States,10,AtL,Direct web booking,Confirmed Delegate
0060J00000sz5ct,7010J000001Fqtq,Delegates,Be The Match BioTherapies,Healthcare Providers,Vice President - Business Development & Strategic Partnerships,728.99,United States,9,AtL,Spex referral,Workshops Only
0060J00000sydST,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,"Director - Chemistry, Manufacturing & Control Portfolio Management",1529.40,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sydT7,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Vice President - Clinical Development,2848.80,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000sydTb,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,"Senior Director - Global Medical Affairs, Clinical Development & Oncology",1529.40,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000syGBG,7010J000001Fqtq,Delegates,BPS Bioscience Inc,Equipment & Service Providers,President & Chief Executive Officer Biochemistry,1911.75,United States,11,AtL,Brochure download,No Show
0060J00000sydYa,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Vice President - Cell & Gene Therapy API Development,2248.80,United States,10,AtL,Active enquiry,Confirmed Delegate
0060J00000tpbPu,7010J000001Fqtq,Delegates,GE Healthcare,Equipment & Service Providers,Chief Technology Officer - Global Cell Therapy,2309.79,United States,3,AtL,Spex referral,Confirmed Delegate
0060J00000tpf9k,7010J000001Fqtq,Delegates,Gilead Sciences,Drug Developer,Director - Biologics Analytical Operations,3228.06,United States,3,AtL,Brochure download,Confirmed Delegate
0060J00000tpnkX,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Medical Director - Late Development-Oncology,2430.78,United States,2,AtL,Direct web booking,Confirmed Delegate
0060J00000tpaux,7010J000001Fqtq,Delegates,Cellero,Equipment & Service Providers,Chief Executive Officer,2309.79,United States,3,AtL,Spex referral,Confirmed Delegate
0060J00000tpbSw,7010J000001Fqtq,Delegates,Poseida Therapeutics,Drug Developer,"President, Chief Business Officer & Director Executive",1914.52,United States,3,AtL,Direct web booking,Confirmed Delegate
0060J00000tpbXh,7010J000001Fqtq,Delegates,"BioLife Solutions, Inc.",Equipment & Service Providers,Chief Operating & Financial Officer,2309.79,United States,3,AtL,Spex referral,Confirmed Delegate
0060J00000tpawe,7010J000001Fqtq,Delegates,Cellero,Equipment & Service Providers,consultant,2309.79,United States,3,AtL,Speaker referral,Confirmed Delegate
0060J00000tpcO3,7010J000001Fqtq,Delegates,Genentech Inc,Drug Developer,"Senior Manager - Market Analysis, Strategy & Competitive Intelligence",3798.48,United States,3,AtL,Brochure download,Confirmed Delegate
0060J00000tpgN2,7010J000001Fqtq,Delegates,MNX Global Logistics,Industrial Transportation,Senior Vice President,3646.18,United States,3,AtL,Spex referral,Confirmed Delegate
0060J00000tpiGI,7010J000001Fqtq,Delegates,Actinium Pharmaceuticals,Drug Developer,Chief Commercial Officer,2518.11,United States,6,AtL,Brochure download,Confirmed Delegate
0060J00000trCd5,7010J000001Fqtq,Delegates,TCR2 Therapeutics,Drug Developer,Professor - Immunology,923.23,Germany,-1,AtL,Direct web booking,Workshop Upgrade
0060J00000tqtzh,7010J000001Fqtq,Delegates,Ewha Womans University,Research Institute,Professor,3077.69,"Korea, Republic of",0,AtL,Direct web booking,Confirmed Delegate
0060J00000trCju,7010J000001Fqtq,Delegates,Gracell,Research Institute,"Founder, Chairman & Chief Executive Officer",923.23,China,-2,AtL,Active enquiry,Workshop Upgrade
0060J00000tqu61,7010J000001Fqtq,Delegates,Korber Logistics,,Director Program Management Office BU Software,2463.38,Germany,0,AtL,Direct web booking,Confirmed Delegate
0060J00000tqu79,7010J000001Fqtq,Delegates,Astarte Biologics LLC,Equipment & Service Providers,Founder,3079.23,United States,0,AtL,Direct web booking,Confirmed Delegate
0060J00000tpqGf,7010J000001Fqtq,Delegates,TapImmune Inc,Equipment & Service Providers,Chief Financial Officer,1914.52,United States,2,AtL,Speaker referral,Confirmed Delegate
0060J00000tpqK0,7010J000001Fqtq,Delegates,StemExpress,Drug Developer,"Vice President - Sales, Marketing & Business Development",2309.79,United States,2,AtL,Spex referral,Confirmed Delegate
0060J00000tpqLc,7010J000001Fqtq,Delegates,RiverVest Venture Partners,Financial Services,Consultant,3798.48,United States,2,AtL,Brochure download,Confirmed Delegate
0060J00000tpv7O,7010J000001Fqtq,Delegates,12 West Capital,Financial Services,Analyst,2887.24,United States,2,AtL,Direct web booking,Confirmed Delegate
0060J00000tpsrc,7010J000001Fqtq,Delegates,Lonza,Equipment & Service Providers,Scientist,2309.79,United States,2,AtL,Spex referral,Confirmed Delegate
0060J00000tpszb,7010J000001Fqtq,Delegates,AES Clean Technology,Equipment & Service Providers,Marketing Manager,2309.79,United States,2,AtL,Spex referral,Confirmed Delegate
0060J00000tpt2F,7010J000001Fqtq,Delegates,PPA Research Group,Drug Developer,Research & Development,2021.07,United States,2,AtL,Spex referral,No Show
0060J00000tpaee,7010J000001Fqtq,Delegates,Thermo Fisher Scientific Inc.,Equipment & Service Providers,Sales Manager,2309.79,United States,3,AtL,Spex referral,Confirmed Delegate
0060J00000tpbEp,7010J000001Fqtq,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,"Senior Director - Global Marketing, Chimeric Antigen Receptor-T Marketing",774.55,United States,3,BtL,Allocated List,Workshop Upgrade
0060J00000tpamE,7010J000001Fqtq,Delegates,GE Healthcare,Equipment & Service Providers,Global Director - Marketing Cell & Gene Therapy,3038.79,United States,3,AtL,Spex referral,No Show
0060J00000tqJuT,7010J000001Fqtq,Delegates,Kite Pharma Inc,Drug Developer,Director,3797.72,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqhbs,7010J000001Fqtq,Delegates,Lonza,Equipment & Service Providers,Strategic Business Development Manager - Cell & Gene Therapy,2463.38,United States,0,AtL,Brochure download,Confirmed Delegate
0060J00000tqoAJ,7010J000001Fqtq,Delegates,Innovative Cellular Therapeutics,Drug Developer,Lawyer,1692.46,China,0,AtL,Direct web booking,Workshop Upgrade
0060J00000tqJw0,7010J000001Fqtq,Delegates,New York Medical College,Research Institute,Professor - Medicine,1367.24,United States,1,AtL,Direct web booking,Confirmed Delegate
0060J00000tqI5h,7010J000001Fqtq,Delegates,BD Technologies,Equipment & Service Providers,Director - Strategy and Business Development,1336.38,United States,1,AtL,Spex referral,Workshops Only
0060J00000tqkrK,7010J000001Fqtq,Delegates,Elpis Biopharmaceuticals,Drug Developer,Founder & Chief Executive Officer,3078.46,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000tqqIe,7010J000001Fqtq,Delegates,Simcere Pharmaceutical Groups,Healthcare Providers,External Science and Evaluation,2909.21,United States,0,AtL,Direct web booking,Confirmed Delegate
0060J00000tqFum,7010J000001Fqtq,Delegates,"Precision BioSciences, Inc",Drug Developer,Group Leader - Cell Therapy Process Development,3038.48,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqI6B,7010J000001Fqtq,Delegates,BD Technologies,Equipment & Service Providers,"Associate Director, Medical & Scientific Affairs R&D",1336.38,United States,1,AtL,Spex referral,Workshops Only
0060J00000tqI7s,7010J000001Fqtq,Delegates,BD Technologies,Equipment & Service Providers,Senior Engineer,3646.18,United States,1,AtL,Spex referral,No Show
0060J00000tqI8M,7010J000001Fqtq,Delegates,BD Technologies,Equipment & Service Providers,Director - Research & Development Research & Development,2309.79,United States,1,AtL,Spex referral,Confirmed Delegate
0060J00000tqoHL,7010J000001Fqtq,Delegates,Simcere Pharmaceutical Groups,Healthcare Providers,President - Pharmaceuticals & Executive Vice President,2078.31,China,0,AtL,Direct web booking,Confirmed Delegate
0060J00000tqPA2,7010J000001Fqtq,Delegates,Otsuka,Drug Developer,Senior Manager - Scientific Partnering,2309.23,Japan,0,AtL,Incomplete registration,Confirmed Delegate
0060J00000tqilc,7010J000001Fqtq,Delegates,Goldman Sachs,Financial Services,Director,2887.24,United States,1,BtL,Email campaign referral,Confirmed Delegate
0060J00000tqPSu,7010J000001Fqtq,Delegates,ICS - AmerisourceBergen,Healthcare Providers,Senior Manager - Business Development,3798.48,United States,4,AtL,Direct web booking,Confirmed Delegate
0060J00000tqC6U,7010J000001Fqtq,Delegates,Cell Signaling Technology,Equipment & Service Providers,Principal Scientist - Development & Immunology,3798.48,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqC7N,7010J000001Fqtq,Delegates,MD Anderson Cancer Center,Healthcare Providers,Adjunct & Associate Professor,1367.24,United States,1,AtL,Direct web booking,Confirmed Delegate
0060J00000tqC87,7010J000001Fqtq,Delegates,Cell Signaling Technology,Equipment & Service Providers,Director - Strategic Marketing Marketing,2887.24,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqPUM,7010J000001Fqtq,Delegates,Cue Biopharma,Hospitals,Vice President - Corporate Development & Strategy,2051.24,United States,5,BtL,Click through,Confirmed Delegate
0060J00000tqjP6,7010J000001Fqtq,Delegates,Vcanbio Cell & Gene Engineering Corp.,Healthcare Providers,Chief Medical Officer,1462.23,China,49,AtL,Active enquiry,Confirmed Delegate
0060J00000tqCDM,7010J000001Fqtq,Delegates,"BrightPath Biotherapeutics Co., Ltd.",Drug Developer,Chief Executive Officer,3797.72,Japan,1,AtL,Direct web booking,Confirmed Delegate
0060J00000tqPoh,7010J000001Fqtq,Delegates,RA Capital Management,Financial Services,Analyst,2887.24,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqnua,7010J000001Fqtq,Delegates,Weill Cornell Medical College,Research Institute,clinical Assistant Professor,1385.23,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000tqrtC,7010J000001Fqtq,Delegates,Thunder Biotech,,Chief Executive Officer & Executive Chairman,2309.23,United States,0,AtL,Active enquiry,Confirmed Delegate
0060J00000tqEej,7010J000001Fqtq,Delegates,Be The Match,Healthcare Providers,Senior Director - Provider Marketing,2309.79,United States,1,AtL,Active enquiry,Confirmed Delegate
0060J00000tqMWW,7010J000001Fqtq,Delegates,RiverVest Venture Partners,Financial Services,Consultant,759.24,United States,1,AtL,Brochure download,Workshop Upgrade
0060J00000tqO2q,7010J000001Fqtq,Delegates,Deloitte,Consultant,Managing Director,2127.24,United States,1,AtL,Direct web booking,Confirmed Delegate
0060J00000tqQ7t,7010J000001Fqtq,Delegates,TapImmune Inc,Equipment & Service Providers,Business Information Consultant,1914.52,United States,1,AtL,Brochure download,Confirmed Delegate
0060J00000tqo7f,7010J000001Fqtq,Delegates,Innovative Cellular Therapeutics,Drug Developer,President,1692.46,China,0,AtL,Direct web booking,Workshop Upgrade
0060J00000trHGu,7010J000001Fqtq,Delegates,Genentech Inc,Drug Developer,Director - Business Development & Partnering,923.23,United States,-1,AtL,Active enquiry,Workshop Upgrade
0060J00000tqz1i,7010J000001Fqtq,Delegates,Terumo BCT Europe N.V.,Equipment & Service Providers,General Manager - Cell Therapy,738.58,United States,0,AtL,Spex referral,Workshop Upgrade
0060J00000tqz2R,7010J000001Fqtq,Delegates,Terumo BCT Europe N.V.,Equipment & Service Providers,Commercial Analyst,738.58,United Kingdom,0,AtL,Spex referral,Workshop Upgrade
0060J00000trRMy,7010J000001Fqtq,Delegates,College of Orient Landscape,,Chief Medical Officer,630.63,China,50,AtL,Incomplete registration,Confirmed Delegate
0060J00000trQjO,7010J000001Fqtq,Delegates,Minaris Regenerative Medicine,Equipment & Service Providers,Head Of Quality Site Innovation,1955.82,United States,14,AtL,Spex referral,Confirmed Delegate
0060J00000rhB8w,7010J000001Fqtq,Delegates,Corning Life Sciences,Manufacturing,"Director & Head of Bioprocess, Commercial Operations & Pharmaceutical Technologies",2129.29,United States,19,AtL,Brochure download,Confirmed Delegate
0060J00000rhRJK,7010J000001Fqtq,Delegates,Cognate BioServices Inc.,Equipment & Service Providers,Human Resources Coordinator,2129.29,United States,18,AtL,Direct web booking,Confirmed Delegate
0060J00000rhRLp,7010J000001Fqtq,Delegates,Spark Therapeutics,Drug Developer,Head of Process Development Process Development,2979.87,United States,18,AtL,Direct web booking,Confirmed Delegate
0060J00000rhMEI,7010J000001Fqtq,Delegates,Celgene Corporation Bristol Myers Squibb Co.,Drug Developer,Director - Precision Medicine,1419.29,United States,19,BtL,Click through,Confirmed Delegate
0060J00000rhRec,7010J000001Fqtq,Delegates,ERA Consulting,Consultant,COO,2129.29,United Kingdom,18,AtL,Direct web booking,Confirmed Delegate
0060J00000rhNkb,7010J000001Fqtq,Delegates,New York Blood Center,Research Institute,Senior Staff Scientist,709.29,United States,19,AtL,Direct web booking,Confirmed Delegate
0060J00000olxWa,7010J000001Fqtq,Delegates,University of Kentucky,Research Institute,"Hematology, Blood & Marrow Transplantation & Program Administrator",1860.04,United States,14,AtL,Brochure download,Confirmed Delegate
0060J00000szqQC,7010J000001Fqtq,Delegates,Bellicum Pharmaceuticals,Drug Developer,Vice President - Strategic Operations,2962.48,United States,7,AtL,Direct web booking,Confirmed Delegate
0060J00000szi3y,7010J000001Fqtq,Delegates,WuXi AppTec,Equipment & Service Providers,"Chief Scientist & Vice President - Process & Analytical Development ,Virology & Service Development",2200.29,United States,14,AtL,Active enquiry,Confirmed Delegate
0060J00000szmzO,7010J000001Fqtq,Delegates,WuXi AppTec,Equipment & Service Providers,Chief Commercial & Business Officer Business Development,1720.58,United States,10,AtL,Click through,Confirmed Delegate
0060J00000szsKk,7010J000001Fqtq,Delegates,Tmunity Therapeutics Inc.,Healthcare Providers,Chief Medical Officer,2666.23,United States,5,AtL,Speaker referral,Confirmed Delegate
0060J00000szo2U,7010J000001Fqtq,Delegates,WuXi AppTec,Equipment & Service Providers,Chief Commercial & Business Officer Business Development,684.00,United States,7,BtL,Click through,Confirmed Delegate
0060J00000szsXz,7010J000001Fqtq,Delegates,"HemaCare, a Charles River Company",Equipment & Service Providers,Senior Manager- Project Management Organization,2248.99,United States,7,AtL,Spex referral,Confirmed Delegate
0060J00000szyJr,7010J000001Fqtq,Delegates,Surveyor Capital,Financial Services,Senior Analyst,3721.72,United States,6,AtL,Direct web booking,Confirmed Delegate
0060J00000szKJS,7010J000001Fqtq,Delegates,"Johnson & Johnson Services, Inc",Drug Developer,Senior Director - Scientific Statistical Modeling and Methodology,1640.99,United States,8,AtL,Brochure download,Confirmed Delegate
